检索关键词,岗位名称,省份,城市,薪资原始文本,平均月薪,学历门槛,工作年限要求,企业名称
数据分析师,数据分析师,青海,浙江省金华市,6000-11000元/月,8500.0,本科,1-3年,义乌市亨贸集业供应链有限公司
数据分析师,数据分析师,青海,北京市,3000-4000元/月,3500.0,本科,不限,京东科技控股股份有限公司
数据分析师,数据分析师,青海,,20000-40000元/月,30000.0,本科,3-5年,深圳市深空棱镜游戏有限公司
数据分析师,数据分析师,香港,上海市,15000-20000元/月,17500.0,本科,不限,上海旺旺食品集团有限公司
数据工程师,具身数据闭环工程师,北京,北京市,20000-40000元/月,30000.0,本科,1-3年,星海图北京人工智能科技股份有限公司
数据工程师,医疗数据工程师,北京,北京市,20000-29000元/月,24500.0,本科,3-5年,佰泽医疗投资集团有限公司
数据工程师,数据开发工程师,北京,北京市,15000-20000元/月,17500.0,本科,5-10年,海南绿色发展信用评级有限公司北京分公司
数据工程师,评测数据工程师（算法方向）,北京,北京市,30000-50000元/月,40000.0,本科,不限,北京智源人工智能研究院
数据工程师,数据治理工程师,北京,北京市,15000-30000元/月,22500.0,本科,3-5年,中国科学院计算技术研究所
数据工程师,具身数据工程师,北京,北京市,25000-40000元/月,32500.0,本科,1-3年,北京将闲科技有限公司
数据工程师,数据工程师,北京,北京市,20000-40000元/月,30000.0,本科,3-5年,北京演语科技有限公司
数据工程师,高级数据治理工程师,北京,北京市,23000-28000元/月,25500.0,本科,5-10年,北京中数信产数据有限公司
数据工程师,高级数据工程师,北京,北京市,25000-35000元/月,30000.0,本科,3-5年,北京马上赢网络科技有限公司
数据工程师,数据库工程师,北京,北京市,15000-25000元/月,20000.0,本科,5-10年,北京九易云拓科技有限公司
数据工程师,数据交付工程师,北京,北京市,20000-40000元/月,30000.0,本科,3-5年,光轮智能北京科技有限公司
数据工程师,数据库平台工程师,北京,北京市,30000-60000元/月,45000.0,本科,1-3年,北京达佳互联信息技术有限公司
数据工程师,数据研发工程师,北京,北京市,30000-50000元/月,40000.0,本科,3-5年,北京嘀嘀无限科技发展有限公司
数据工程师,数据治理工程师,北京,北京市,20000-25000元/月,22500.0,本科,3-5年,颐邦北京智能科技有限公司
数据工程师,多模态大模型数据工程师,北京,北京市,30000-40000元/月,35000.0,本科,不限,北京智源人工智能研究院
数据工程师,数据工程师,北京,北京市,20000-40000元/月,30000.0,本科,5-10年,北京晟世天安科技有限公司
数据工程师,数据库内核研发工程师,北京,北京市,21000-35000元/月,28000.0,本科,5-10年,北京自然原数科技有限公司
数据工程师,数据库备份工程师,北京,北京市,15000-20000元/月,17500.0,本科,5-10年,华银数字科技北京有限公司
数据工程师,遥感数据处理工程师,北京,北京市,10000-15000元/月,12500.0,本科,1-3年,数海芯算北京科技有限公司
数据工程师,数据库平台开发工程师,北京,北京市,40000-65000元/月,52500.0,本科,5-10年,同程网络科技股份有限公司
数据工程师,AI数据工程师,北京,北京市,15000-20000元/月,17500.0,本科,3-5年,北京华夏幸福数字科技有限公司
数据工程师,数据工程师,北京,北京市,20000-26000元/月,23000.0,本科,5-10年,北京市华夏典当行有限责任公司
数据工程师,数据运营AI工程师,北京,北京市,20000-40000元/月,30000.0,本科,3-5年,超聚变数字技术股份有限公司
数据工程师,数据智能高级工程师,北京,北京市,30000-40000元/月,35000.0,本科,5-10年,昆仑数智科技有限责任公司
数据工程师,高级数据治理工程师,北京,北京市,25000-30000元/月,27500.0,硕士,5-10年,中铁建数智科技北京有限公司
数据工程师,大模型数据工程师,北京,北京市,12000-24000元/月,18000.0,本科,3-5年,中电信人工智能科技北京有限公司
数据工程师,数据工程师（数据中台方向）,北京,北京市,15000-20000元/月,17500.0,本科,3-5年,中科知道北京科技有限公司
数据工程师,数据算法工程师,北京,北京市,40000-50000元/月,45000.0,硕士,1-3年,万境千寻北京科技有限公司
数据工程师,数据库工程师,北京,北京市,12000-20000元/月,16000.0,本科,3-5年,北京腾轩睿杰医疗科技有限公司
数据工程师,数据标注工程师,北京,北京市,15000-20000元/月,17500.0,本科,1-3年,深度机智北京科技有限公司
数据工程师,钻井大模型数据工程师,北京,北京市,20000-40000元/月,30000.0,硕士,5-10年,中石油北京数智研究院有限公司
数据工程师,高级数据工程师,北京,北京市,25000-35000元/月,30000.0,本科,5-10年,阿尔法梯北京科技有限公司
数据工程师,高级数据工程师,北京,北京市,20000-35000元/月,27500.0,本科,3-5年,天翔鼎力国际咨询北京有限公司
数据工程师,向量数据库运维工程师,北京,北京市,15000-25000元/月,20000.0,本科,3-5年,中电信人工智能科技北京有限公司
数据工程师,数据测试工程师,北京,北京市,20000-30000元/月,25000.0,本科,1-3年,北京达佳互联信息技术有限公司
数据工程师,数据工程师/语料工程师,北京,北京市,8000-25000元/月,16500.0,本科,不限,北京觅机科技有限公司
数据工程师,向量数据库运维工程师,北京,北京市,45000-50000元/月,47500.0,本科,5-10年,中电信人工智能科技北京有限公司
数据工程师,数据安全工程师,北京,北京市,20000-30000元/月,25000.0,本科,3-5年,北京中关村学院
数据工程师,向量数据库运维工程师,北京,北京市,15000-30000元/月,22500.0,本科,1-3年,中电信人工智能科技北京有限公司
数据工程师,向量数据库运维工程师,北京,北京市,15000-16000元/月,15500.0,本科,3-5年,中电信人工智能科技北京有限公司
数据工程师,数据聚合工程师,北京,北京市,20000-30000元/月,25000.0,本科,1-3年,深圳马可孛罗科技有限公司
数据工程师,数据开发工程师,北京,北京市,30000-60000元/月,45000.0,本科,3-5年,北京金堤科技有限公司
数据工程师,数据开发工程师,北京,北京市,22000-35000元/月,28500.0,本科,1-3年,百度在线网络技术北京有限公司
数据工程师,数据治理工程师,北京,北京市,6000-8000元/月,7000.0,本科,1-3年,北京嘉利文化交流有限公司
数据工程师,数据开发工程师,北京,北京市,28000-55000元/月,41500.0,硕士,3-5年,北京京东世纪贸易有限公司
数据工程师,数据开发工程师,北京,北京市,30000-60000元/月,45000.0,本科,5-10年,北京京东世纪贸易有限公司
数据工程师,数据闭环工程师,北京,北京市,30000-60000元/月,45000.0,本科,3-5年,长城汽车股份有限公司
数据工程师,数据开发工程师,北京,北京市,20000-30000元/月,25000.0,本科,3-5年,北京乐堡互娱科技有限公司
数据工程师,地图数据工程师,北京,北京市,10000-15000元/月,12500.0,本科,1-3年,腾讯大地通途北京科技有限公司
数据工程师,数据治理工程师,北京,北京市,10000-15000元/月,12500.0,本科,3-5年,宸轩中消北京科技有限公司
数据工程师,数据治理工程师,北京,北京市,20000-25000元/月,22500.0,本科,1-3年,中国通用技术研究院
数据工程师,数据安全工程师,北京,北京市,11000-20000元/月,15500.0,本科,3-5年,北京昊网科技有限公司
数据工程师,数据开发工程师,北京,北京市,25000-50000元/月,37500.0,本科,3-5年,京东科技控股股份有限公司
数据工程师,数据采集工程师,北京,北京市,25000-50000元/月,37500.0,本科,3-5年,北京达佳互联信息技术有限公司
数据工程师,数据治理工程师,北京,北京市,20000-35000元/月,27500.0,硕士,3-5年,启元实验室
数据工程师,数据开发工程师,北京,北京市,16000-22000元/月,19000.0,本科,3-5年,北京中企智造科技有限公司
数据工程师,数据开发工程师,北京,北京市,11000-22000元/月,16500.0,本科,1-3年,交叉科技北京有限公司
数据工程师,数据处理工程师,北京,北京市,16000-20000元/月,18000.0,本科,1-3年,南京科锘私募基金管理有限公司
数据工程师,3D数据工程师,北京,北京市,50000-55000元/月,52500.0,本科,3-5年,北京哇嘶嗒科技有限公司
数据工程师,数据算法工程师,北京,北京市,45000-60000元/月,52500.0,硕士,3-5年,万境千寻北京科技有限公司
数据工程师,数据运维工程师,北京,北京市,8000-13000元/月,10500.0,本科,3-5年,北京潞图地信科技发展有限公司
数据工程师,数据开发工程师,北京,北京市,25000-45000元/月,35000.0,本科,3-5年,坤电创新科技山西有限公司
数据工程师,数据采集工程师,北京,北京市,15000-19000元/月,17000.0,本科,3-5年,北京惠顺达即时科技有限公司
数据工程师,数据科学工程师,北京,北京市,25000-45000元/月,35000.0,本科,1-3年,北京点众科技股份有限公司
数据工程师,数据开发工程师,北京,北京市,7000-12000元/月,9500.0,本科,3-5年,北京沄瑞科技有限公司
数据工程师,数据分析工程师,北京,北京市,7000-12000元/月,9500.0,本科,不限,北京国晟华运科技有限公司
数据工程师,数据建模工程师,北京,北京市,17000-20000元/月,18500.0,硕士,3-5年,北京天地和兴科技股份有限公司
数据工程师,高级数据工程师,北京,北京市,16000-20000元/月,18000.0,本科,5-10年,北京国信海慧科技有限公司
数据工程师,中级数据工程师,北京,北京市,12000-16000元/月,14000.0,本科,3-5年,北京国信海慧科技有限公司
数据工程师,数据开发工程师(品牌数据研发) -【商业化】,北京,北京市,30000-45000元/月,37500.0,本科,1-3年,北京达佳互联信息技术有限公司
数据工程师,数据开发工程师,北京,北京市,30000-60000元/月,45000.0,本科,不限,北京沃东天骏信息技术有限公司
数据工程师,数据建模工程师,北京,北京市,15000-25000元/月,20000.0,硕士,5-10年,北京新联财通咨询有限公司
数据工程师,数据安全工程师,北京,北京市,15000-25000元/月,20000.0,硕士,1-3年,北京云驰未来科技有限公司
数据工程师,数据开发工程师,北京,北京市,20000-40000元/月,30000.0,本科,1-3年,北京天眼查科技有限公司
数据工程师,毫米波雷达数据处理算法工程师,天津,天津市,25000-35000元/月,30000.0,硕士,不限,北京经纬恒润科技股份有限公司成都分公司
数据工程师,高端算法/数据实施工程师,天津,天津市,8000-12000元/月,10000.0,本科,3-5年,天津汇智星源信息技术有限公司
数据工程师,数据化工程师（技术型PM）,天津,天津市,8000-13000元/月,10500.0,本科,3-5年,瑞派宠物医院管理股份有限公司
数据工程师,地质雷达、地震数据处理工程师,天津,天津市,250-400元/月,325.0,本科,5-10年,鑫悦地球物理勘测天津有限公司
数据工程师,爬虫工程师（零售电商数据方向）,天津,天津市,12000-17000元/月,14500.0,本科,3-5年,北京惠顺达即时科技有限公司
数据工程师,数据开发工程师（智能驾驶）,天津,天津市,10000-15000元/月,12500.0,本科,3-5年,天津智创新业科技有限公司
数据工程师,数据通信工程师,河北,河北省保定市,6000-10000元/月,8000.0,大专,不限,保定晟桐安信息咨询服务有限公司
数据工程师,数据售前工程师,河北,河北省唐山市,15000-25000元/月,20000.0,大专,3-5年,河南淼泓信息工程有限公司
数据工程师,数据治理工程师（唐山）,河北,河北省唐山市,8000-13000元/月,10500.0,本科,1-3年,河南淼泓信息工程有限公司
数据工程师,数据湖工程师,河北,河北省唐山市,8000-10000元/月,9000.0,本科,1-3年,河北一维科技有限公司
数据工程师,数据中心暖通工程师(直签),河北,河北省张家口市,12000-17000元/月,14500.0,大专,3-5年,大位数据科技广东集团股份有限公司北京分公司
数据工程师,数据库工程师,河北,河北省石家庄市,10000-11000元/月,10500.0,硕士,不限,河北乌图药业有限公司
数据工程师,数据仓库工程师,河北,河北省石家庄市,10000-15000元/月,12500.0,大专,3-5年,北京爱游易科技有限公司
数据工程师,数据中心弱电工程师(直签),河北,河北省张家口市,12000-17000元/月,14500.0,大专,3-5年,大位数据科技广东集团股份有限公司北京分公司
数据工程师,数据工程师,河北,河北省保定市,3000-5000元/月,4000.0,大专,1-3年,河北海智电力科技有限公司
数据工程师,数据工程师,河北,河北省石家庄市,7000-10000元/月,8500.0,硕士,不限,河北鹏鹄信息科技有限公司
数据工程师,数据开发工程师 点云处理与平台工具链方向,河北,河北省石家庄市,10000-15000元/月,12500.0,大专,1-3年,和光艾迪天津数据科技有限公司
数据工程师,数据中心装饰工程师,河北,河北省张家口市,15000-22000元/月,18500.0,大专,3-5年,北京鼎祥安建设工程有限公司
数据工程师,AI大模型算法数据工程师,河北,河北省唐山市,8000-13000元/月,10500.0,本科,不限,唐山成联数据科技有限公司
数据工程师,数据库工程师,河北,河北省廊坊市,12000-15000元/月,13500.0,本科,3-5年,北京中科金财科技股份有限公司
数据工程师,数据中心值班工程师,河北,河北省张家口市,4000-6000元/月,5000.0,大专,1-3年,华章数据技术有限公司
数据工程师,数据中心电气交付工程师,河北,河北省张家口市,18000-22000元/月,20000.0,本科,3-5年,华章数据技术有限公司
数据工程师,电气工程师（数据中心实施）,河北,河北省张家口市,20000-25000元/月,22500.0,本科,5-10年,广州尚航信息科技股份有限公司
数据工程师,边缘数据采集开发工程师,河北,河北省石家庄市,15000-25000元/月,20000.0,本科,3-5年,敬业钢铁有限公司
数据工程师,高级大数据挖掘工程师,河北,河北省石家庄市,8000-13000元/月,10500.0,本科,3-5年,河北华恒信通信技术有限公司
数据工程师,数据与信息化工程师,河北,河北省保定市,10000-15000元/月,12500.0,硕士,3-5年,北京蓝箭鸿擎科技有限公司
数据工程师,热控与数据工程师,河北,河北省保定市,10000-15000元/月,12500.0,硕士,3-5年,北京蓝箭鸿擎科技有限公司
数据工程师,财务数据治理工程师,河北,河北省石家庄市,10000-15000元/月,12500.0,本科,3-5年,厦门万皮思食品科技有限公司北京分公司
数据工程师,五险双休数据库研发工程师,河北,河北省石家庄市,4000-8000元/月,6000.0,本科,1-3年,河北伯俊软件科技有限公司
数据工程师,数据中心自建电气工程师,河北,河北省张家口市,12000-14000元/月,13000.0,大专,3-5年,北京亚康万玮信息技术股份有限公司
数据工程师,数据中心基础设施运维工程师,河北,河北省廊坊市,7000-10000元/月,8500.0,大专,3-5年,北京亚康万玮信息技术股份有限公司
数据工程师,数据中心暖通工程师,河北,河北省张家口市,10000-12000元/月,11000.0,大专,3-5年,北京亚康万玮信息技术股份有限公司
数据工程师,数据治理工程师,河北,河北省保定市,5000-9000元/月,7000.0,本科,1-3年,河北雄安灵动软件科技有限公司
数据工程师,暖通工程师（数据中心经验）,河北,河北省保定市,9000-14000元/月,11500.0,本科,5-10年,武汉软帝联合科技有限公司
数据工程师,医疗数据治理实施工程师,河北,河北省石家庄市,8000-12000元/月,10000.0,本科,1-3年,迅康智联科技深圳有限公司河北分公司
数据工程师,数据报表工程师,河北,河北省邯郸市,4000-6000元/月,5000.0,大专,3-5年,邯郸市民腾计算机技术服务有限公司
数据工程师,数据中心售后工程师,河北,河北省张家口市,8000-10000元/月,9000.0,本科,不限,深圳市中电电力技术股份有限公司
数据工程师,etl数据开发工程师-石家庄,河北,河北省石家庄市,5000-8000元/月,6500.0,本科,1-3年,北京黑格尔科技发展有限公司
数据工程师,数据中心交付工程师,河北,河北省石家庄市,7000-12000元/月,9500.0,本科,1-3年,深圳市中电电力技术股份有限公司
数据工程师,数据中心IT运维工程师（怀来）,河北,河北省张家口市,15000-25000元/月,20000.0,本科,5-10年,杭州诚云科技有限公司
数据工程师,高级IDC数据中心设施运维工程师,河北,河北省廊坊市,15000-25000元/月,20000.0,本科,3-5年,杭州诚云科技有限公司
数据工程师,gis遥感地图数据处理工程师（带娃优先）,河北,河北省保定市,6000-11000元/月,8500.0,大专,3-5年,保定山河兴图信息技术服务有限公司
数据工程师,实时/离线数据开发工程师,河北,河北省保定市,20000-35000元/月,27500.0,本科,3-5年,长城汽车股份有限公司
数据工程师,it运维工程师(数据中心管住）,河北,河北省廊坊市,5000-6000元/月,5500.0,大专,5-10年,北京中科仙络智算科技股份有限公司
数据工程师,数据中心-运维工程师-入职上五险一金,河北,河北省张家口市,6000-7000元/月,6500.0,大专,1-3年,北京中科仙络智算科技股份有限公司
数据工程师,数据中心基础设施运维工程师（值班员）,河北,河北省张家口市,4000-7000元/月,5500.0,中专/中技,1-3年,北京中科仙络智算科技股份有限公司
数据工程师,数据标注工程师,山西,山西省太原市,3000-6000元/月,4500.0,大专,不限,山西星辰启航信息科技有限公司
数据工程师,端侧AI算法工程师（工业时序数据方向）,山西,山西省太原市,12000-24000元/月,18000.0,硕士,1-3年,山西能策深算科技有限公司
数据工程师,数据中心暖通检测工程师（液冷）,山西,山西省长治市,7000-12000元/月,9500.0,大专,3-5年,山西中数智维技术服务有限公司
数据工程师,数据中心检测工程师（电气专业）,山西,山西省长治市,7000-12000元/月,9500.0,大专,1-3年,山西中数智维技术服务有限公司
数据工程师,遥感数据工程师,山西,山西省吕梁市,30-150元/月,90.0,大专,不限,山西葫芦大师兄电子商务有限公司
数据工程师,数据标注工程师,山西,山西省临汾市,3000-6000元/月,4500.0,大专,不限,山西星辰启航信息科技有限公司
数据工程师,数据挖掘工程师,山西,山西省太原市,8000-10000元/月,9000.0,本科,1-3年,北京资采信息技术有限公司
数据工程师,BI 数据专员 / BI 工程师（初级）,山西,山西省太原市,7000-11000元/月,9000.0,本科,1-3年,山西欧佳科技有限公司
数据工程师,端侧AI算法工程师(工业时序数据方向),山西,山西省太原市,13000-25000元/月,19000.0,硕士,1-3年,山西际安电气集团有限公司
数据工程师,数据工程师（双休+五险一金+13薪）,山西,山西省太原市,6000-9000元/月,7500.0,本科,1-3年,易智成教育科技济南有限公司
数据工程师,数据工程师（双休+五险三金+13薪）,山西,山西省太原市,6000-9000元/月,7500.0,本科,5-10年,易研学教育科技山东有限责任公司
数据工程师,数据中心弱电工程师,山西,山西省大同市,5000-7000元/月,6000.0,不限,1-3年,深圳市讯方技术股份有限公司
数据工程师,数据采集工程师,山西,山西省太原市,7000-12000元/月,9500.0,本科,1-3年,北京中研硕福科技有限公司
数据工程师,数据挖掘工程师,山西,山西省太原市,6000-11000元/月,8500.0,本科,1-3年,北京中研硕福科技有限公司
数据工程师,数据中心高级运维工程师,内蒙古,内蒙古自治区乌兰察布市,15000-30000元/月,22500.0,本科,3-5年,北京深度求索人工智能基础技术研究有限公司
数据工程师,暖通工程师（数据中心）,内蒙古,内蒙古自治区呼和浩特市,15000-21000元/月,18000.0,大专,3-5年,博浩数据信息技术广州有限公司
数据工程师,暖通工程师（数据中心）,内蒙古,内蒙古自治区乌兰察布市,12000-16000元/月,14000.0,大专,3-5年,乌兰察布世纪云联数据科技有限公司
数据工程师,消防工程师（数据中心）,内蒙古,内蒙古自治区乌兰察布市,11000-14000元/月,12500.0,大专,3-5年,乌兰察布世纪云联数据科技有限公司
数据工程师,电气测试工程师-数据中心设施运维,内蒙古,内蒙古自治区乌兰察布市,13000-17000元/月,15000.0,大专,3-5年,北京世纪互联宽带数据中心有限公司
数据工程师,数据中心暖通工程师（五险一金+双休）,内蒙古,内蒙古自治区乌兰察布市,10000-11000元/月,10500.0,大专,3-5年,北京软通动力云计算科技服务有限公司
数据工程师,数据中心-配电设计工程师,内蒙古,内蒙古自治区呼和浩特市,6000-10000元/月,8000.0,大专,1-3年,深圳市讯方技术股份有限公司
数据工程师,高级IDC数据中心设施运维工程师,内蒙古,内蒙古自治区乌兰察布市,15000-25000元/月,20000.0,本科,3-5年,杭州诚云科技有限公司
数据工程师,数据中心IT运维工程师（乌兰）,内蒙古,内蒙古自治区乌兰察布市,15000-25000元/月,20000.0,本科,5-10年,杭州诚云科技有限公司
数据工程师,数据中心-暖通工程师,内蒙古,内蒙古自治区呼和浩特市,6000-10000元/月,8000.0,大专,1-3年,深圳市讯方技术股份有限公司
数据工程师,数据中心-暖通工程师,内蒙古,内蒙古自治区呼和浩特市,3000-5000元/月,4000.0,大专,1-3年,石家庄市华正恒通通信有限公司
数据工程师,高级IDC数据中心资产管理工程师,内蒙古,内蒙古自治区乌兰察布市,15000-25000元/月,20000.0,本科,3-5年,杭州诚云科技有限公司
数据工程师,提供住宿  it运维工程师【数据中心】7*24,内蒙古,内蒙古自治区呼和浩特市,6000-8000元/月,7000.0,大专,1-3年,北京中科仙络智算科技股份有限公司
数据工程师,it运维工程师(数据中心）,内蒙古,内蒙古自治区乌兰察布市,5000-6000元/月,5500.0,大专,5-10年,北京中科仙络智算科技股份有限公司
数据工程师,高级IDC数据中心资产管理工程师,内蒙古,内蒙古自治区呼和浩特市,15000-25000元/月,20000.0,本科,3-5年,杭州诚云科技有限公司
数据工程师,四、工艺数据管理工程师,内蒙古,内蒙古自治区乌兰察布市,25000-40000元/月,32500.0,本科,10年以上,内蒙古新太实业集团有限公司
数据工程师,金山 it运维工程师【数据中心】7*24,内蒙古,内蒙古自治区呼和浩特市,5000-7000元/月,6000.0,大专,1-3年,北京中科仙络智算科技股份有限公司
数据工程师,it运维工程师(数据中心）,内蒙古,内蒙古自治区呼和浩特市,5000-8000元/月,6500.0,大专,5-10年,北京中科仙络智算科技股份有限公司
数据工程师,数据治理工程师,辽宁,辽宁省沈阳市,8000-10000元/月,9000.0,本科,5-10年,沈阳慧筑云科技有限公司
数据工程师,数据库运维工程师,辽宁,辽宁省大连市,7000-8000元/月,7500.0,本科,1-3年,大连博屿智能技术发展有限公司
数据工程师,ai数据工程师,辽宁,辽宁省沈阳市,8000-13000元/月,10500.0,大专,5-10年,杭州智能变革科技有限公司
数据工程师,数据治理工程师,辽宁,辽宁省沈阳市,6000-10000元/月,8000.0,大专,1-3年,北京锐软科技股份有限公司
数据工程师,高级数据采集工程师,辽宁,辽宁省营口市,10000-12000元/月,11000.0,本科,10年以上,辽宁一方智慧科技集团有限公司
数据工程师,数据通信工程师,辽宁,辽宁省锦州市,4000-5000元/月,4500.0,大专,不限,沈阳仁禾科技有限公司
数据工程师,音频数据标注工程师（音乐方向）,辽宁,辽宁省沈阳市,3000-5000元/月,4000.0,不限,不限,沈阳数信聚源科技发展有限公司
数据工程师,数据治理工程师,辽宁,辽宁省大连市,10000-12000元/月,11000.0,大专,3-5年,中科卓恒大连科技有限公司
数据工程师,智能化数据工程师,辽宁,辽宁省大连市,12000-24000元/月,18000.0,硕士,不限,熵基科技股份有限公司
数据工程师,数据通信工程师,辽宁,辽宁省大连市,3000-4000元/月,3500.0,大专,,大连长宽科技服务有限公司
数据工程师,数据开发工程师,辽宁,辽宁省大连市,10000-15000元/月,12500.0,本科,3-5年,上海倍通医疗器械管理咨询有限公司
数据工程师,数据开发工程师（应用）,辽宁,辽宁省大连市,9000-13000元/月,11000.0,本科,3-5年,上海辉略企业发展集团有限公司
数据工程师,数据工程师（全国出差）,辽宁,辽宁省大连市,10000-14000元/月,12000.0,本科,5-10年,东华软件股份公司大连分公司
数据工程师,数据开发帆软报表开发工程师,辽宁,辽宁省沈阳市,4000-5000元/月,4500.0,大专,1-3年,沈阳恒信寄卖商贸有限公司
数据工程师,无人机数据处理与 GIS 开发工程师,吉林,吉林省长春市,5000-6000元/月,5500.0,本科,不限,吉林省明瀚科技有限公司
数据工程师,数据工程师,吉林,吉林省长春市,3000-6000元/月,4500.0,大专,,吉林省亿讯科技发展有限公司
数据工程师,数据实施工程师,上海,上海市,15000-20000元/月,17500.0,本科,3-5年,长城汽车股份有限公司
数据工程师,数据开发工程师,上海,上海市,15000-30000元/月,22500.0,本科,3-5年,顺丰科技有限公司
数据工程师,数据开发工程师,上海,上海市,14000-20000元/月,17000.0,本科,5-10年,安徽兆尹信息科技股份有限公司
数据工程师,数据仓库工程师,上海,上海市,25000-40000元/月,32500.0,本科,3-5年,波克科技集团有限公司
数据工程师,数据交付工程师,上海,上海市,25000-45000元/月,35000.0,本科,3-5年,光轮智能北京科技有限公司
数据工程师,大数据治理工程师,上海,上海市,15000-18000元/月,16500.0,本科,5-10年,上海艾天科技有限公司
数据工程师,3D数据合成算法工程师,上海,上海市,40000-45000元/月,42500.0,硕士,3-5年,澳鹏数据科技上海有限公司
数据工程师,数据闭环工程师,上海,上海市,28000-55000元/月,41500.0,硕士,3-5年,深圳墨奇智能技术有限公司
数据工程师,3D数据合成算法工程师,上海,上海市,35000-60000元/月,47500.0,硕士,3-5年,澳鹏数据科技上海有限公司
数据工程师,数据采集系统开发工程师,上海,上海市,25000-40000元/月,32500.0,本科,3-5年,携程计算机技术上海有限公司
数据工程师,数据库运维工程师,上海,上海市,6000-8000元/月,7000.0,不限,不限,浙江薄冰网络科技有限公司
数据工程师,数据库工程师,上海,上海市,10000-14000元/月,12000.0,本科,3-5年,上海瑞玑计算机科技有限公司
数据工程师,数据工程师,上海,上海市,50000-80000元/月,65000.0,本科,1-3年,上海籍羽咨询管理有限公司
数据工程师,数据开发工程师,上海,上海市,30000-40000元/月,35000.0,本科,1-3年,上海京东鸿为贸易有限公司
数据工程师,量化数据工程师,上海,上海市,15000-25000元/月,20000.0,本科,1-3年,上海动量流形科技有限公司
数据工程师,数据研发工程师,上海,上海市,12000-18000元/月,15000.0,本科,3-5年,上海明品医学数据科技有限公司
数据工程师,数据运营工程师,上海,上海市,8000-12000元/月,10000.0,本科,1-3年,上海仙工智能科技股份有限公司
数据工程师,数据开发工程师,上海,上海市,15000-25000元/月,20000.0,本科,3-5年,上海鲸阙人工智能科技有限公司
数据工程师,数据工程师,上海,上海市,20000-35000元/月,27500.0,本科,5-10年,上海箱箱智能科技股份有限公司
数据工程师,数据工程师,上海,上海市,22000-40000元/月,31000.0,硕士,1-3年,北京馨远管理咨询有限公司
数据工程师,数据开发工程师,上海,上海市,12000-21000元/月,16500.0,本科,3-5年,上海城建数字产业集团有限公司
数据工程师,数据仓库工程师,上海,上海市,20000-35000元/月,27500.0,本科,3-5年,携程计算机技术上海有限公司
数据工程师,数据闭环算法工程师,上海,上海市,25000-50000元/月,37500.0,本科,3-5年,酷睿程北京科技有限公司
数据工程师,数据治理与数据挖掘工程师,上海,上海市,30000-35000元/月,32500.0,硕士,3-5年,上海格思航天科技有限公司
数据工程师,数据工程师,上海,上海市,18000-35000元/月,26500.0,本科,不限,广州文远知行科技有限公司
数据工程师,数据工程师,上海,上海市,10000-15000元/月,12500.0,本科,3-5年,上海软科教育信息咨询有限公司
数据工程师,数据测试工程师,上海,上海市,30000-55000元/月,42500.0,本科,3-5年,智驾新程上海智能科技有限公司
数据工程师,数据开发工程师,上海,上海市,10000-15000元/月,12500.0,本科,3-5年,上海申电云数字科技有限公司
数据工程师,数据测试工程师,上海,上海市,25000-35000元/月,30000.0,本科,3-5年,智驾新程上海智能科技有限公司
数据工程师,高级数据仓库工程师,上海,上海市,25000-35000元/月,30000.0,本科,3-5年,携程计算机技术上海有限公司
数据工程师,数据治理与数据挖掘工程师,上海,上海市,25000-35000元/月,30000.0,硕士,3-5年,上海格思航天科技有限公司
数据工程师,资深数据工程师,上海,上海市,20000-30000元/月,25000.0,本科,5-10年,上海联蔚数字科技集团股份有限公司
数据工程师,数据安全工程师,上海,上海市,25000-45000元/月,35000.0,本科,3-5年,携程计算机技术上海有限公司
数据工程师,智能驾驶数据测试工程师,上海,上海市,30000-50000元/月,40000.0,本科,3-5年,智驾新程上海智能科技有限公司
数据工程师,数据开发工程师,上海,上海市,11000-17000元/月,14000.0,硕士,3-5年,上海极豆科技有限公司
数据工程师,数据治理工程师,上海,上海市,10000-15000元/月,12500.0,大专,3-5年,云启智慧科技有限公司
数据工程师,数据工程师,上海,上海市,13000-20000元/月,16500.0,本科,1-3年,上海吉祥航空股份有限公司
数据工程师,AI数据开发工程师,上海,上海市,80-85元/月,82.5,本科,3-5年,时氪砹上海人工智能技术有限责任公司
数据工程师,数据采集工程师,上海,上海市,15000-25000元/月,20000.0,本科,1-3年,上海微盟企业发展有限公司
数据工程师,智驾数据工具开发工程师,上海,上海市,25000-50000元/月,37500.0,本科,3-5年,智驾新程上海智能科技有限公司
数据工程师,数据工程师,上海,上海市,13000-15000元/月,14000.0,本科,3-5年,上海慈欣健康科技有限公司
数据工程师,数据库工程师,上海,上海市,15000-25000元/月,20000.0,本科,5-10年,上海派能能源科技股份有限公司
数据工程师,数据工程师（数据采集方向）,上海,上海市,13000-20000元/月,16500.0,本科,3-5年,上海软科教育信息咨询有限公司
数据工程师,数据管理工程师,上海,上海市,6000-8000元/月,7000.0,本科,不限,上海龙创汽车设计股份有限公司
数据工程师,数据闭环工程师,上海,上海市,30000-60000元/月,45000.0,不限,5-10年,上海美生医疗器械有限公司
数据工程师,数据开发工程师,上海,上海市,14000-15000元/月,14500.0,本科,3-5年,合肥景彦环保科技有限公司
数据工程师,高级数据工程师,上海,上海市,15000-30000元/月,22500.0,本科,3-5年,上海意通研达科技有限公司
